repo,sha,message,ui_label,aspect,cause,reason
firecrawl/firecrawl,a8cb02576942008aa8f9e2cac9d365a7440a95ab,feat(api): port to Express 5 (#3860),No,-,-,"Backend framework upgrade, no UI changes"
firecrawl/firecrawl,4048aed5c3c2af21d6bb93a1a17658e8adc2f410,"chore(api): bump autumn-js 1.2.13 -> 1.2.30 (#3851)

Note: 1.2.30 declares an express@^5 peer; the API is on express 4, but
only the unused express adapter is affected — the backend SDK client we
use ",No,-,-,Dependency bump unrelated to UI
firecrawl/firecrawl,8a4964e09ab09d08f3f89553e16dc901edf47af1,fix(api): build FoundationDB native binding (#3841),No,-,-,Backend dependency build configuration
firecrawl/firecrawl,0c3eed8a190ba8d2fe66c673543b2c271f533741,"fix(security): resolve pnpm audit failures (#3837)

Co-authored-by: Cursor Agent <cursoragent@cursor.com>
Co-authored-by: Abimael Martell <abimaelmartell@users.noreply.github.com>",No,-,-,"Security patch, dependency audit fixes"
firecrawl/firecrawl,6840ee516f6033792ecd2f7f3c82459210d34a91,"feat: add `menu` scrape format (engine client + 9 SDKs, menuBeta-gated) (#3831)

Co-authored-by: Claude Opus 4.8 (1M context) <noreply@anthropic.com>",No,-,-,"Backend feature, no UI changes"
firecrawl/firecrawl,53c2473aa18cf22b44de6939fd5b86cf25868f1a,"feat: patch node-fetch, gcs bug (#3825)",No,-,-,"Backend bug fix, no UI changes"
firecrawl/firecrawl,9ce983cfa5bad352ad21d8d37fab86d1ee19516c,"Revert ""fix(security): resolve pnpm audit failures (#3822)""

This reverts commit 1663fa5091814199099443367846acab7962b48d.",No,-,-,"Security patch revert, no UI changes"
firecrawl/firecrawl,1663fa5091814199099443367846acab7962b48d,"fix(security): resolve pnpm audit failures (#3822)

Co-authored-by: Cursor Agent <cursoragent@cursor.com>
Co-authored-by: Abimael Martell <abimaelmartell@users.noreply.github.com>",No,-,-,"Security patch, dependency audit fixes"
firecrawl/firecrawl,df88fb6d5e6a328b1f8c05fcb341b78fe581dfc7,"Feat/product service client (#3818)

* feat(api): add ProductProfile type for structured product extraction

* feat(api): add product field + register product format (v1 + v2)

* feat(api): extractPro",No,-,-,Backend API product extraction feature
firecrawl/firecrawl,1f00cc788ee7626610caf2e33224ad39f8216725,"feat(interact): return cdpUrl in the scrape interact response (#3806)

Co-authored-by: Claude Opus 4.8 (1M context) <noreply@anthropic.com>",No,-,-,Backend API response field addition
firecrawl/firecrawl,f52201dad8fcf290d4d0037ce95b5d8032439564,fix(test-site): upgrade astro to 6.4.7 to fix GHSA-JRPJ-WCV7-9FH9 and GHSA-2PVR-WF23-7PC7 (#3801),No,-,-,Security patch for Astro dependency
firecrawl/firecrawl,37c68d3f818bbead35d4366e8bfc8d3d7c78bdff,"chore(sdks): bump versions to release v2 research support

Follow-up to #3794 which added the research methods across all SDKs but
did not bump versions, so the publish workflows no-op'd at the versio",No,-,-,Version bump for SDK release
firecrawl/firecrawl,d66bee87d9b727540de8da0c9b8cdc5e3c3f7e5c,fix(security): pin @opentelemetry/core to 2.8.0 to fix GHSA-8988-4f7v-96qf (#3790),No,-,-,"Security patch, no UI changes"
firecrawl/firecrawl,e29d28418506f89a46f6a0f5974f404c5b663267,fix(security): pin @opentelemetry/core >=2.8.0 in test-suite (GHSA-8988-4f7v-96qf) (#3791),No,-,-,Security patch for dependency vulnerability
firecrawl/firecrawl,46c5e983963cd6c770ac1caa091da8d10d6d6606,"fix(api/security): upgrade AI SDK family to non-vulnerable provider-utils (GHSA-866g-f22w-33x8) (#3786)

Resolves GHSA-866g-f22w-33x8 (uncontrolled resource consumption in
@ai-sdk/provider-utils, affe",No,-,-,Security patch for AI SDK dependency
firecrawl/firecrawl,cb87e8e0babbc3d79ef73edfc4616367bc12da1c,"test(api): migrate test suite from Jest to Vitest (#3789)

Co-authored-by: Claude Opus 4.8 (1M context) <noreply@anthropic.com>",No,-,-,"Test framework migration, no UI changes"
firecrawl/firecrawl,5efd6ba675e944a2746c6a764e514194fc567a10,"fix(security): resolve pnpm audit failures from 2026-06-15 audit (#3785)

* fix(security): resolve pnpm audit failures

Co-authored-by: Abimael Martell <abimaelmartell@users.noreply.github.com>

* fix",No,-,-,"Security patch, dependency vulnerability fixes"
firecrawl/firecrawl,722d02f64c1eb205fd7a4fea896a28248a558c81,chore: updates (#3787),No,-,-,Dependency updates and maintenance chores
firecrawl/firecrawl,d9a35c055a3673a4d47e7146ea91daae3fa194cc,"fix(api): recover crawl-finish context when FDB sheds member data (#3783)

Co-authored-by: Cursor <cursoragent@cursor.com>",No,-,-,"Backend API recovery logic, no UI changes"
firecrawl/firecrawl,b939b34d49ca5a430b1e4dd38898510aee839a0e,"fix(security): resolve pnpm audit failures from 2026-06-13 audit (#3780)

Co-authored-by: Cursor Agent <cursoragent@cursor.com>
Co-authored-by: Abimael Martell <abimaelmartell@users.noreply.github.com",No,-,-,"Security patch, dependency audit fixes"
firecrawl/firecrawl,d9853280766c33ddaea39040e717e55bbf2bf1c0,"chore(api): fix knip complaints (#3778)

Co-authored-by: Claude Sonnet 4.6 <noreply@anthropic.com>",No,-,-,Chore task fixing linter complaints only
firecrawl/firecrawl,9e520616625e48c75ebe42ebd04964a1902920ab,feat(api): separate NuQ FDB worker (#3779),No,-,-,Backend worker infrastructure change
firecrawl/firecrawl,b9eb2faecee615e26d9bf56fbabbb6102f00529c,"feat(nuq): rebuild queue + concurrency limiting on FoundationDB (core engine) (#3758)

Co-authored-by: Claude Fable 5 <noreply@anthropic.com>",No,-,-,"Backend queue and concurrency logic, no UI changes"
firecrawl/firecrawl,b180e9f1a5e0b4224792d4f37b5931850491bf77,"fix(security): upgrade esbuild to 0.28.1 (GHSA-gv7w-rqvm-qjhr, GHSA-g7r4-m6w7-qqqr) (#3777)",No,-,-,Security patch unrelated to UI
clash-verge-rev/clash-verge-rev,45afb1c15af5482ee296871f5e574f0dde83f6c9," fix(frontend): reduce long-running memory pressure in connections (#7227)

* fix(connections): stabilize table memory usage

Render the connections table and list from stable row view models, and rep",No,-,-,"Backend memory optimization, no UI changes"
clash-verge-rev/clash-verge-rev,9a2f4ff8fbde335615bd104a2235be3fb6aa1d0d,fix: warm lazy navigation routes after startup,No,-,-,Backend routing logic optimization
clash-verge-rev/clash-verge-rev,3b52fceca1fb23c6c1f9ed3d229b433f585b1951,fix: DNS overrides could not be edited in advanced mode,Yes,B,U,DNS field interaction broken in advanced mode
clash-verge-rev/clash-verge-rev,3ce228ff7a988ed5a8bf70e3be873d8bd9cca6a1,fix: lazy load i18n sections,No,-,-,"i18n loading optimization, no UI changes"
clash-verge-rev/clash-verge-rev,2442634b2a80dd97581882cffb2639d075395eef,fix: lazy load non-home routes,No,-,-,"Backend routing optimization, no UI changes"
clash-verge-rev/clash-verge-rev,4ec3a9bf4cefa4615869a0f6bea1373defe173b5,fix: defer provider queries on startup,No,-,-,"Backend logic optimization, no UI changes"
clash-verge-rev/clash-verge-rev,3a4cd2c361923dd56845349edcc40c77eab0a7f7,"Revert ""fix: update js-yaml imports for v5""

This reverts commit 250198d547af692fe6ccb36b9929b2f55785b8d1.

Revert ""chore(deps): update dependency js-yaml to v5 (#7331)""

This reverts commit b44f671fc",No,-,-,Dependency revert unrelated to UI
clash-verge-rev/clash-verge-rev,250198d547af692fe6ccb36b9929b2f55785b8d1,fix: update js-yaml imports for v5,No,-,-,"Dependency update, no UI changes"
clash-verge-rev/clash-verge-rev,55060d422a3afcb8398a4b49d6612bd7d89eb53a,fix: include url-test groups in proxy selectors,No,-,-,Backend logic for proxy group filtering
clash-verge-rev/clash-verge-rev,b9da0875cd6391c4ff064d07659c8a390efaf783,refactor: optimize swr data refresh paths,No,-,-,Backend data fetching optimization only
clash-verge-rev/clash-verge-rev,e71e701fd051e10b4bf4f9fc6df8ee77babbc51e,refactor: migrate query cache to swr,No,-,-,"Backend logic refactor, no UI changes"
clash-verge-rev/clash-verge-rev,294955cb8cb820ed9ed2ed4c50b55622128a62e4,feat: add fake-ip-range6,No,-,-,"Backend feature, no UI changes"
clash-verge-rev/clash-verge-rev,5a96fdd9a2000a47dee07fe06ecd39a9f822774c,"fix: harden home clash-mode card against /configs read failures

Recover from controller read/switch failures on the mode card instead of
showing a bare ""communication error"":

- fall back to the tole",No,-,-,"Backend error handling, no UI changes"
clash-verge-rev/clash-verge-rev,1026ba88bb0edafdeeebb95290c5f87a093b2dc0,"chore: update biome config and ignore zed settings dir (#7364)

* chore: update biome config and ignore zed settings dir

* chore: remove trailing slash from .vfox directory in .gitignore",No,-,-,Config and gitignore updates only
clash-verge-rev/clash-verge-rev,4ee63b6cf254ea41b66618784e164636759ee85f,perf(proxies): optimize virtual list scrolling,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,fd8c852698211c313d6e9a0c0127c09c2e16229e,fix: update mihomo plugin log handling,No,-,-,Backend plugin logging logic change
clash-verge-rev/clash-verge-rev,e5c1c852d7ad58244b4222fc279ff854c684f60f,fix(logs): simplify scroll reference by removing length tracking (#7270),No,-,-,"Backend logic refactor, no UI changes"
clash-verge-rev/clash-verge-rev,7e233efd10a4bedc3c9d9dd7a38be3012f2c8149,feat: add reset button to Global script,No,-,-,"Backend script feature, no UI changes"
clash-verge-rev/clash-verge-rev,4105dc74794cacb44f8eef9c3e6d7abd629cdf34,"fix: improve type safety and remove redundant type casts (#7252)

* fix: improve type safety and remove redundant type casts

- Fix @@ts-expect-error typo (double @) in traffic-diagnostics.ts
- Replac",No,-,-,"Backend type safety refactoring, no UI changes"
clash-verge-rev/clash-verge-rev,658312fe7be95d69b4dad379c6cd00fc93f29d5f,fix: keep home current proxy in sync,No,-,-,Backend state sync logic fix
clash-verge-rev/clash-verge-rev,f763fcb244caab8476a79d44f8f40f049ad256bb,fix: fallback clash mode from runtime config,No,-,-,Backend logic for clash mode configuration
clash-verge-rev/clash-verge-rev,1e57f41190d76eee425a708c4c328effae187211,fix: use mihomo traffic totals,No,-,-,Backend traffic calculation logic change
clash-verge-rev/clash-verge-rev,e1380b9babb79d701d1406a793c8a98c0977f1a3,fix: frontend build after bump version for tauri-plugin-mihomo,No,-,-,Version bump for tauri plugin dependency
clash-verge-rev/clash-verge-rev,6a0cc2124478b8c2446397e8202acccbf651295a,lint: add eslint checks for frontend compatibility,No,-,-,"Linting configuration, no UI changes"
clash-verge-rev/clash-verge-rev,66d104593bdc3066dbb4a9b90dea6efebf1d7a49,"fix(logs): avoid forced scroll-to-bottom on refresh

Closes #7188",Yes,B,U,Prevent unwanted scroll behavior on refresh
clash-verge-rev/clash-verge-rev,bc2149c66ddb0b59e304fc5a9f38df1c8311c3d9,fix(logs): stop always keeping logs route mounted,No,-,-,"Backend logic, route lifecycle management"
clash-verge-rev/clash-verge-rev,fa27d3eae57c8444c440f133e95966f01bdd2b7a,"Revert ""feat(cvd): add device-bound subscription protocol""

This reverts commit 2cb9c13ab6f0b0fec5ccc622c669843c935942ed.",No,-,-,"Revert feature commit, no UI changes"
clash-verge-rev/clash-verge-rev,2cb9c13ab6f0b0fec5ccc622c669843c935942ed,feat(cvd): add device-bound subscription protocol,No,-,-,Backend subscription protocol feature
clash-verge-rev/clash-verge-rev,3444d594acc30fa38b2b4bc97c3c3fa35a19d93f,perf(profile): optimize profile batch update and worker config,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,22c516f550cad760a9132599b3d7127a78734d02,"feat(sysinfo): return structured system info (#7122)

* feat(sysinfo): return structured system info

* refactor: simplify SystemInfo conversion and enhance Platform struct

---------

Co-authored-by:",No,-,-,Backend system info structure refactoring
clash-verge-rev/clash-verge-rev,8fe79aee6696bc27b3cbdd89680f25cfe5117943,"chore(deps): update github actions (#6861)

* fix(ui): reduce idle traffic graph redraws

* fix(sysproxy): preserve global proxy apply order #6760, #6832, #6790, #6793, #6801

* chore(deps): update gi",No,-,-,"Dependency update, no UI changes"
clash-verge-rev/clash-verge-rev,512efe7d411bcf2ad274417125d3c42a284b96a7,"fix: node selection for remembered profiles during switch (#6865)

* fix: node selection for remembered profiles during switch

* remove redundant comments",Yes,B,U,Fix node selection state during profile switch
clash-verge-rev/clash-verge-rev,32ed10c25d688beabfe4bdcaf50a24c56d4e594e,chore: remove node-fetch dependency from package.json and related scripts,No,-,-,"Dependency removal, no UI changes"
clash-verge-rev/clash-verge-rev,435d6111147bc570fc30b9f57c8a351af61ea015,chore: update pnpm peers,No,-,-,Dependency management update only
clash-verge-rev/clash-verge-rev,ec9ef0f85eb44d3d2a0cfa49b825e4ad43e7737b,fix: report legacy TLS subscription failures,No,-,-,Backend subscription protocol handling fix
clash-verge-rev/clash-verge-rev,2a397d7ef6a5462f7626dc12887fcd41ff57d5e1,fix(settings): load network interfaces in allow LAN dialog,No,-,-,Backend network interface loading logic
clash-verge-rev/clash-verge-rev,c18c23963dbc8ebc0b24833db01de472f5b1d234,"refactor: frontend (#7097)

* refactor: remove unused window show/hide event listeners

* refactor: deduplicate profile-changed event handling

* refactor: remove unused setupCloseListener from use-li",No,-,-,Backend refactoring and event listener cleanup
clash-verge-rev/clash-verge-rev,21878ea93616410981fb2f7df16ea9146ee89630,"Refactor timer management and remove delay_timer dependency (#7075)

* Refactor timer management and remove delay_timer dependency

The delay_timer spawned tokio threads of cores, which not controled ",No,-,-,"Backend timer refactoring, no UI changes"
clash-verge-rev/clash-verge-rev,bedcb8a07cda6f480afdcc8be33315d0ac0d8b9c,"fix: update tauri-plugin-mihomo and related dependencies

close #7073",No,-,-,Dependency update unrelated to UI
clash-verge-rev/clash-verge-rev,d05ead9cddbd9f18c013c2ed7cfc93e48aadc125,chore: track tauri-plugin-mihomo main updates,No,-,-,"Dependency update, no UI changes"
clash-verge-rev/clash-verge-rev,df92e5d95d4b0d6bb8b5616ee460aa5b04f9e452,"fix(ci): resolve pnpm lint issues (#7063)

* fix(eslint): remove deprecated prefer-destructuring-assignment rule

* refactor(eslint): port destructuring rule to sukka",No,-,-,CI/linting configuration changes only
clash-verge-rev/clash-verge-rev,46fb817fe499472ee6837a656393860ec92b84c6,chore：bump version to 2.5.2,No,-,-,Version release bump only
clash-verge-rev/clash-verge-rev,15de400f2f94ef5e28f7333b13d37c074c1eaa66,fix: align backup dialogs with in-app modal behavior,Yes,V,L,Align backup dialogs with modal styling
clash-verge-rev/clash-verge-rev,69c75e92f4de111a6b130be810bf91fc001b5fe9,Release 2.5.0,No,-,-,"Version release, no UI changes"
clash-verge-rev/clash-verge-rev,e11b74206d0eb9b9e47a3dc39dc3939ab4c6b473,feat: add warning tooltip for proxy chain,Yes,B,U,Warn users of proxy chain issues
clash-verge-rev/clash-verge-rev,ae7915c66fefa0530a8c3902a2ee844048aea22a,chore: update tauri-plugin-mihomo to 0.1.9,No,-,-,Dependency bump unrelated to UI
clash-verge-rev/clash-verge-rev,fc2ff69bdbc9e412fea5fabcb86b6f0f2eb3d3e5,"fix(proxy): stabilize proxy group sticky scroll #6982

Close #6982",Yes,B,U,Fix sticky scroll interaction freezing
clash-verge-rev/clash-verge-rev,a60ef7506170f859380b9c5ec1a08ab9cc567a53,perf: lazy load monaco editor,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,243594c5d13b589b3ba92cdbef082205c694b935,fix: isolate titlebar drag region #6968,No,-,-,"Backend/internal fix, no UI changes"
clash-verge-rev/clash-verge-rev,753dad7c400a8aca1eae3acf41c91c3283a8ffd1,fix: move connection columns control,Yes,V,L,Reorganize connection table column layout
clash-verge-rev/clash-verge-rev,1d28cf7b5a5f6565c7af8cc8bd02af374135ea06,style: improve update notes readability,Yes,V,L,Improve visual presentation of update notes
clash-verge-rev/clash-verge-rev,8c1c143b5eebb09b9fae5801c56317723b943401,fix: render GitHub alert syntax in update notes,Yes,V,U,Render markdown syntax in update notes
clash-verge-rev/clash-verge-rev,178b33beef4bb9a67910dd3e5e8e5785199319ec,Release 2.5.0-rc,No,-,-,"Version release, no UI changes"
clash-verge-rev/clash-verge-rev,db0fee7894c8a255f39d49871b92e248b0bd8408,feat: add sticky scroll for proxy groups,Yes,B,U,Sticky scroll improves proxy group navigation
clash-verge-rev/clash-verge-rev,6e0647f7b2d16947c7d4b295c2711ec7097fa63b,perf: narrow app data subscriptions,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,b85b435e00a4d1616bdba96bfb2b4da63d6529e2,"refactor: structure config validation outcomes

- Replace boolean/string validation results with structured ValidationOutcome values across config validation, profile switching, DNS validation, and sc",No,-,-,"Backend validation logic refactoring, no UI changes"
clash-verge-rev/clash-verge-rev,549f21961ced8d813795e556ef62d4d59cbb9008,perf: reduce frontend subscription and raf churn,No,-,-,"Performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,d9ae7578ceae0c4d7433ac48f017ce38ca3af608,perf: reduce traffic update allocations,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,e0b9f8a48bc0b03c9ee6dfb1d8d7dcd2d44992a2,perf(frontend): optimize traffic graph rendering,No,-,-,"Backend performance optimization, no UI changes"
clash-verge-rev/clash-verge-rev,1eb194d0f99cdefff8e84218d88caa1a5807152a,fix(core): streamline core change process and ensure version mutation after upgrade,No,-,-,Backend core logic and version mutation handling
angular/angular,a9e3336aae649ffb251d2c9f6341c6dac2c9d048,"fix(docs-infra): improve code selection contrast in dark mode

The ::selection background mixes only 10% of the accent color into
--octonary-contrast. In dark mode --octonary-contrast resolves to
gray",Yes,V,A,Improve selection contrast dark mode accessibility
angular/angular,00226e7d8084c5a9a55aef3f814e42315fffbbc7,"fix(docs-infra): align and highlight external-link icon in nav sidebar

The open_in_new icon on external navigation items stayed grey on hover
and sat inset from the chevron column, so it never matche",Yes,V,L,Icon alignment and hover styling in navigation
angular/angular,69ac1d5ee81c7c91054e4dc575fdd0f26023006e,"docs: show selected menu item visually in context menu example

Replace console.log with a lastAction signal and render the result in a styled <p> element with a fade-in animation.",Yes,V,U,Visual feedback for menu selection clarity
angular/angular,8b1726a1cf92c87e5b744f7a4e82b9fd84fa13b1,"docs(forms): update package docs for Signal Forms graduation

After #68581 graduated the Signal Forms APIs to public API and #68654 removed
the experimental warnings from the Signal Forms documentatio",No,-,-,"Documentation update, no UI changes"
angular/angular,af14ce16cf749b90018379e27e8571dfef37dde0,"fix(docs-infra): keep footer headings on a single line

The ""Community translations"" column heading wrapped to two lines while
the other footer headings stayed on one. Add a `white-space: nowrap`
rule",Yes,V,L,Footer heading wrapping alignment fix
angular/angular,642165f6fc17c03999b0f932d604c74600e1dafc,"fix(docs-infra): remove white flash on example viewer tab labels

The code tabs rendered by the example viewer (e.g. the npm/pnpm/yarn/bun
install tabs) paint their active label as transparent text cl",Yes,V,U,Remove white flash visual glitch on tabs
angular/angular,50bb0d6bfe006e87110556f9503a6cbf9a09e33d,"fix(docs-infra): prevent inline code in table headers from wrapping mid-word

When a documentation table has a wide content column, the narrow header
columns get squeezed and inline-code header labels",Yes,V,U,Prevent code wrapping in table headers
angular/angular,e77a8a0c7a89cc383496c39463abe157f2d86626,"fix(docs-infra): align the page title with its edit action

The page title row (`.docs-page-title`) relied on the default flex
alignment, so the edit icon next to the title did not line up with the
ti",Yes,V,L,Align edit icon with page title baseline
angular/angular,ffcc8eee985f6f889e36c45d6211d744c154f093,"fix(docs-infra): correct select dropdown scrolling, sizing, and selection

Several issues in the shared docs `Select` component (used by the API
reference package filter):

- The options list never sc",Yes,B,U,Fix broken dropdown scrolling and sizing issues
angular/angular,50e7f3a1cd84b14454a025b8bd607258f3f372c7,"fix(docs-infra): center social and theme menus under their triggers on tablet

On tablet the social and theme mini-menus didn't line up with the buttons that
open them.

All three mini-menus now share",Yes,V,L,Center menu alignment under triggers tablet
angular/angular,91ab7c6dea797177634fc442fb169784b257ada2,"fix(docs-infra): add explicit font styles to docs-primary-btn

Add font family, size and weight to the `.docs-primary-btn`. This guarantees that applying the class to non-button elements, like anchors",Yes,V,L,Ensure consistent button styling across elements
angular/angular,985fd7881824cc5c5db56cc7b8dbd2d4cf4c1565,"docs(devtools): document the injector tree visualization

Add an internals doc covering how the injector tree is built from the directive forest's resolution paths, rendered with d3, and how injector ",No,-,-,"Documentation only, no UI changes"
angular/angular,fd33b6e4e9cccbbe14e0e6804fd288861eaf4959,"refactor(devtools): improve public API naming of the visualizers

Improve the name of the public methods of the visualizers by using common terms like ""highlighted"". This should, hopefully, clear up s",No,-,-,"Backend API naming refactor, no UI changes"
angular/angular,781cc84db0556985c2ea7f8c57fb3a71d9818d18,"refactor(devtools): convert router details panel to description list

Convert the router details panel in DevTools to use a description list (<dl>) instead of a table. This is semantically more correc",Yes,B,A,Semantic HTML improves accessibility for metadata
angular/angular,248e9c146df0eff0976a01f96dc9676bcc8ec7b4,"docs: add Signal Forms and v22 guidance to AI best-practices and llms.txt

Update the AI codegen resources for Angular v22:
- best-practices.md: OnPush is the default in v22+ (don't set it explicitly)",No,-,-,"Documentation update, no UI changes"
angular/angular,4ba8ba4ef2940107d4fec87880413dffd9528312,"fix(docs-infra): align homepage banner and search field

The homepage hero lays out the announcement banner and the search field on
the same flex row. The `.search-field` wrapper was a plain block, so",Yes,V,L,Align homepage banner and search field layout
angular/angular,43acead06dfaad53d85efb8772d13a078e37108f,"fix(docs-infra): use a facade for docs-video to fix Firefox embeds

Follow-up to #69205. After switching adev's COEP to `credentialless`, the
cross-origin YouTube iframe in `<docs-video>` loads in Chr",No,-,-,Backend docs infrastructure fix for iframe embedding
angular/angular,db677a4349dd351f0bd8b9b2571282c0a5d9b52c,"fix(docs-infra): stabilize html element scroll gutter

Stabilize `<html>` scroll gutter.

Fixes #69036",No,-,-,Documentation infrastructure scrolling behavior fix
angular/angular,78b12b3dd711c5be47ecdc7db61603fada80fb50,"refactor(devtools): minor improvements of the transfer state UI

The change can be treated as a continuation of #68535.

- Make the table header sticky
- Reduce slightly the table density in order to ",Yes,V,L,"Sticky header, density, typography, alignment adjustments"
angular/angular,59e2041847459d97494c098e3f582858263a8388,docs(docs-infra): Update navigation status,No,-,-,"Documentation update, no UI changes"
angular/angular,f2b642b10ab92213778168c0813630a9a3487deb,"docs(docs-infra): remove test related deps
They were unused. (it makes maintenance less confusing)",No,-,-,Dependency cleanup unrelated to UI
angular/angular,7d92cc8b461a835b4290d962c68a9d3e39f1850e,"fix(docs-infra): improve version picker dropdown positioning

Drops `position: absolute` from the version picker `<ul>` and tightens `max-height` to `70dvh` so the cdk-overlay-pane fits the viewport a",Yes,V,U,Fix dropdown overflow and mobile viewport fit
ChatGPTNextWeb/NextChat,d958441d7f7c424b65abb7bac35c4d58dabb3a73,"Merge pull request #6570 from zhang-zhonggui/main

Add gemini-2.5-pro tag, you can use free gemini-2.5-pro",No,-,-,"Model tag addition, no UI changes"
ChatGPTNextWeb/NextChat,f6ca428a40ffa1c80f572838a4ea3ba884c2e16c,"fix typo

Signed-off-by: kahirokunn <okinakahiro@gmail.com>",No,-,-,Typo fix in text content only
ChatGPTNextWeb/NextChat,d3e164f23e521003180e7ed17ff2b56ef1acb02b,feat: add 302.AI provider,No,-,-,"Backend provider integration, no UI changes"
ChatGPTNextWeb/NextChat,ebcb4db245d3b7b4d34f807c5c7aaa5975ac5330,"Fix: Improve Mistral icon detection and remove redundant code.

- Added ""codestral"" to the list of acceptable names for the Mistral icon, ensuring proper detection.
- Removed duplicate `toLowerCase()`",No,-,-,"Backend logic refactor, no UI changes"
ChatGPTNextWeb/NextChat,18fa2cc30d96fbb452efd9226db7ca6021cacb3e,fix model icon on siliconflow,No,-,-,Backend model configuration change
ChatGPTNextWeb/NextChat,0bfc6480855640032ec3593960b434fc5e1c1de5,fix model icon on siliconflow,No,-,-,Backend model configuration change
ChatGPTNextWeb/NextChat,9f91c2d05c21c7fea604a88a0974679a07293c81,fix avatar for export message preview and saved image,Yes,V,U,Fix avatar rendering in export preview
ChatGPTNextWeb/NextChat,bf265d33759dfada0d91248cbcb5ae22326e745f,"Merge pull request #6164 from ZhangYichi-ZYc/main

Fix: Set consistent fill color for OpenAI/MoonShot/Grok SVG to prevent color inversion in dark mode",Yes,V,U,SVG color consistency dark mode fix
ChatGPTNextWeb/NextChat,51384ddc5feff6ca31028c77cf6b17b751a0ab24,Fix: Set consistent fill color for OpenAI/MoonShot/Grok SVG to prevent color inversion in dark mode,Yes,V,U,SVG color consistency dark mode fix
ChatGPTNextWeb/NextChat,65810d918bb599716e35c8ea515a265da909cf2f,feat: improve async operations and UI feedback,Yes,B,U,Better loading states and interaction feedback
ChatGPTNextWeb/NextChat,1ae5fdbf013349a2c32e6083b41500cbf2c4000d,mini optimizations,No,-,-,Backend/performance optimizations unrelated to UI
ChatGPTNextWeb/NextChat,f156430cc5f9451618b13e6432148d1d0dd35c5c,fix emoji issue for doubao and glm's congview & congvideox,No,-,-,"Backend model configuration fix, no UI changes"
ChatGPTNextWeb/NextChat,5225a6e1921d170803ab11aa8ba09957cf0b678b,feat: add more llm icons,No,-,-,"Icon assets addition, no UI behavior change"
ChatGPTNextWeb/NextChat,ad9ab9d45afa384718a59bce23d9b70e3e8ed08a,"New provider SiliconFlow and Its Latest DeekSeek Models

Update README.md

Update constant.ts

Update README_CN.md",No,-,-,"Backend provider addition, no UI changes"
ChatGPTNextWeb/NextChat,8f12beb8f0b65d9b3de009348b0a8b2397e5574c,support o3-mini,No,-,-,"Backend model addition, no UI changes"
